file_name,date,match_type,teams,venue,city,winner,gender,overs
224556.json,2005-11-09,ODI,"Sri Lanka, India",Madhavrao Scindia Cricket Ground,Rajkot,India,male,50
225437.json,2005-11-12,ODI,"Sri Lanka, India",Reliance Stadium,Vadodara,India,male,50
225959.json,2005-11-16,ODI,"India, South Africa","Rajiv Gandhi International Stadium, Uppal",Hyderabad,South Africa,male,50
226359.json,2005-11-28,ODI,"South Africa, India",Wankhede Stadium,Mumbai,India,male,50
226364.json,2005-12-03,ODI,"Australia, New Zealand",Eden Park,Auckland,Australia,male,50
226352.json,2005-12-10,ODI,"England, Pakistan",Gaddafi Stadium,Lahore,England,male,50
226354.json,2005-12-15,ODI,"Pakistan, England",National Stadium,Karachi,Pakistan,male,50
226356.json,2005-12-21,ODI,"England, Pakistan",Rawalpindi Cricket Stadium,Unknown,England,male,50
226390.json,2005-12-31,ODI,"Sri Lanka, New Zealand",John Davies Oval,Queenstown,New Zealand,male,50
226391.json,2006-01-03,ODI,"New Zealand, Sri Lanka",Jade Stadium,Christchurch,New Zealand,male,50
226392.json,2006-01-06,ODI,"New Zealand, Sri Lanka",Westpac Stadium,Wellington,New Zealand,male,50
226375.json,2006-01-15,ODI,"Australia, South Africa","Brisbane Cricket Ground, Woolloongabba",Brisbane,South Africa,male,50
226383.json,2006-01-17,ODI,"South Africa, Sri Lanka","Brisbane Cricket Ground, Woolloongabba",Brisbane,Sri Lanka,male,50
226376.json,2006-01-20,ODI,"Australia, South Africa",Docklands Stadium,Melbourne,Australia,male,50
226380.json,2006-01-22,ODI,"Australia, Sri Lanka",Sydney Cricket Ground,Unknown,Sri Lanka,male,50
226384.json,2006-01-24,ODI,"South Africa, Sri Lanka",Adelaide Oval,Unknown,South Africa,male,50
226381.json,2006-01-26,ODI,"Australia, Sri Lanka",Adelaide Oval,Unknown,Australia,male,50
226382.json,2006-01-29,ODI,"Australia, Sri Lanka",Western Australia Cricket Association Ground,Perth,Australia,male,50
226385.json,2006-01-31,ODI,"South Africa, Sri Lanka",Western Australia Cricket Association Ground,Perth,South Africa,male,50
226377.json,2006-02-03,ODI,"Australia, South Africa",Docklands Stadium,Melbourne,Australia,male,50
226378.json,2006-02-05,ODI,"Australia, South Africa",Sydney Cricket Ground,Unknown,Australia,male,50
235831.json,2006-02-06,ODI,"Pakistan, India",Arbab Niaz Stadium,Peshawar,Pakistan,male,50
226386.json,2006-02-07,ODI,"South Africa, Sri Lanka",Bellerive Oval,Hobart,Sri Lanka,male,50
236358.json,2006-02-10,ODI,"Australia, Sri Lanka",Adelaide Oval,Unknown,Sri Lanka,male,50
236520.json,2006-02-11,ODI,"Pakistan, India",Rawalpindi Cricket Stadium,Unknown,India,male,50
236595.json,2006-02-12,ODI,"Australia, Sri Lanka",Sydney Cricket Ground,Unknown,Australia,male,50
236809.json,2006-02-13,ODI,"Pakistan, India",Gaddafi Stadium,Lahore,India,male,50
236963.json,2006-02-14,ODI,"Australia, Sri Lanka","Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,male,50
237222.json,2006-02-16,ODI,"Pakistan, India",Multan Cricket Stadium,Unknown,India,male,50
237568.json,2006-02-18,ODI,"New Zealand, West Indies",Westpac Stadium,Wellington,New Zealand,male,50
237571.json,2006-02-19,ODI,"Pakistan, India",National Stadium,Karachi,India,male,50
237574.json,2006-02-20,ODI,"Bangladesh, Sri Lanka",Shaheed Chandu Stadium,Bogra,Sri Lanka,male,50
238176.json,2006-02-22,ODI,"New Zealand, West Indies",Queenstown Events Centre,Unknown,New Zealand,male,50
238169.json,2006-02-22,ODI,"Bangladesh, Sri Lanka",Shaheed Chandu Stadium,Bogra,Bangladesh,male,50
238177.json,2006-02-25,ODI,"New Zealand, West Indies",Jade Stadium,Christchurch,New Zealand,male,50
238170.json,2006-02-25,ODI,"Bangladesh, Sri Lanka",Chittagong Divisional Stadium,Unknown,Sri Lanka,male,50
238196.json,2006-02-26,ODI,"South Africa, Australia",SuperSport Park,Centurion,South Africa,male,50
238178.json,2006-03-01,ODI,"New Zealand, West Indies",McLean Park,Napier,New Zealand,male,50
238197.json,2006-03-03,ODI,"South Africa, Australia",Newlands,Cape Town,South Africa,male,50
238179.json,2006-03-04,ODI,"New Zealand, West Indies",Eden Park,Auckland,West Indies,male,50
238198.json,2006-03-05,ODI,"South Africa, Australia",St George's Park,Port Elizabeth,Australia,male,50
238199.json,2006-03-10,ODI,"South Africa, Australia",Kingsmead,Durban,Australia,male,50
238200.json,2006-03-12,ODI,"South Africa, Australia",New Wanderers Stadium,Johannesburg,South Africa,male,50
238213.json,2006-03-17,ODI,"Sri Lanka, Pakistan",R Premadasa Stadium,Colombo,No Result,male,50
238214.json,2006-03-19,ODI,"Sri Lanka, Pakistan",R Premadasa Stadium,Colombo,Pakistan,male,50
238215.json,2006-03-22,ODI,"Sri Lanka, Pakistan",Sinhalese Sports Club Ground,Colombo,Pakistan,male,50
238188.json,2006-03-28,ODI,"India, England",Feroz Shah Kotla,Delhi,India,male,50
238189.json,2006-03-31,ODI,"India, England",Nahar Singh Stadium,Faridabad,India,male,50
238190.json,2006-04-03,ODI,"India, England","Nehru Stadium, Fatorda",Margao,India,male,50
238193.json,2006-04-12,ODI,"India, England",Keenan Stadium,Jamshedpur,England,male,50
238194.json,2006-04-15,ODI,"India, England",Maharani Usharaje Trust Cricket Ground,Indore,India,male,50
244510.json,2006-04-18,ODI,"India, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,Pakistan,male,50
244511.json,2006-04-19,ODI,"India, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,India,male,50
238173.json,2006-04-23,ODI,"Bangladesh, Australia",Chittagong Divisional Stadium,Unknown,Australia,male,50
238174.json,2006-04-26,ODI,"Bangladesh, Australia",Narayanganj Osmani Stadium,Fatullah,Australia,male,50
238175.json,2006-04-28,ODI,"Bangladesh, Australia",Narayanganj Osmani Stadium,Fatullah,Australia,male,50
239907.json,2006-04-29,ODI,"West Indies, Zimbabwe","Antigua Recreation Ground, St John's",Antigua,West Indies,male,50
239908.json,2006-04-30,ODI,"West Indies, Zimbabwe","Antigua Recreation Ground, St John's",Antigua,West Indies,male,50
239911.json,2006-05-10,ODI,"West Indies, Zimbabwe","Beausejour Stadium, Gros Islet",St Lucia,West Indies,male,50
239912.json,2006-05-13,ODI,"West Indies, Zimbabwe","Queen's Park Oval, Port of Spain",Trinidad,No Result,male,50
239913.json,2006-05-14,ODI,"West Indies, Zimbabwe","Queen's Park Oval, Port of Spain",Trinidad,West Indies,male,50
239916.json,2006-05-20,ODI,"West Indies, India","Sabina Park, Kingston",Jamaica,West Indies,male,50
239917.json,2006-05-23,ODI,"West Indies, India","Warner Park, Basseterre",St Kitts,West Indies,male,50
239918.json,2006-05-26,ODI,"West Indies, India","Queen's Park Oval, Port of Spain",Trinidad,West Indies,male,50
239919.json,2006-05-28,ODI,"West Indies, India","Queen's Park Oval, Port of Spain",Trinidad,West Indies,male,50
225171.json,2006-06-13,ODI,"Ireland, England","Civil Service Cricket Club, Stormont",Belfast,England,male,50
225250.json,2006-06-17,ODI,"England, Sri Lanka",Lord's,London,Sri Lanka,male,50
225251.json,2006-06-20,ODI,"England, Sri Lanka",Kennington Oval,London,Sri Lanka,male,50
225252.json,2006-06-24,ODI,"England, Sri Lanka",Riverside Ground,Chester-le-Street,Sri Lanka,male,50
225253.json,2006-06-28,ODI,"England, Sri Lanka",Old Trafford,Manchester,Sri Lanka,male,50
225254.json,2006-07-01,ODI,"England, Sri Lanka",Headingley,Leeds,Sri Lanka,male,50
249207.json,2006-08-06,ODI,"Zimbabwe, Bangladesh",Harare Sports Club,Unknown,Bangladesh,male,50
249378.json,2006-08-12,ODI,"Kenya, Bangladesh",Gymkhana Club Ground,Nairobi,Bangladesh,male,50
249379.json,2006-08-13,ODI,"Kenya, Bangladesh",Gymkhana Club Ground,Nairobi,Bangladesh,male,50
249380.json,2006-08-15,ODI,"Kenya, Bangladesh",Gymkhana Club Ground,Nairobi,Bangladesh,male,50
256665.json,2006-08-18,ODI,"Sri Lanka, India",Sinhalese Sports Club Ground,Colombo,No Result,male,50
225245.json,2006-08-30,ODI,"England, Pakistan",Sophia Gardens,Cardiff,No Result,male,50
225246.json,2006-09-02,ODI,"England, Pakistan",Lord's,London,Pakistan,male,50
225247.json,2006-09-05,ODI,"England, Pakistan",The Rose Bowl,Southampton,Pakistan,male,50
225248.json,2006-09-08,ODI,"England, Pakistan",Trent Bridge,Nottingham,England,male,50
225249.json,2006-09-10,ODI,"England, Pakistan",Edgbaston,Birmingham,England,male,50
256607.json,2006-09-14,ODI,"India, West Indies",Kinrara Academy Oval,Kuala Lumpur,West Indies,male,50
255961.json,2006-09-15,ODI,"South Africa, Zimbabwe",Goodyear Park,Bloemfontein,South Africa,male,50
256608.json,2006-09-16,ODI,"Australia, India",Kinrara Academy Oval,Kuala Lumpur,No Result,male,50
259793.json,2006-09-18,ODI,"South Africa, Zimbabwe",Buffalo Park,East London,South Africa,male,50
256610.json,2006-09-18,ODI,"Australia, West Indies",Kinrara Academy Oval,Kuala Lumpur,West Indies,male,50
256612.json,2006-09-20,ODI,"India, West Indies",Kinrara Academy Oval,Kuala Lumpur,India,male,50
257470.json,2006-09-20,ODI,"South Africa, Zimbabwe",Sedgars Park,Potchefstroom,South Africa,male,50
256614.json,2006-09-22,ODI,"Australia, India",Kinrara Academy Oval,Kuala Lumpur,Australia,male,50
256615.json,2006-09-24,ODI,"Australia, West Indies",Kinrara Academy Oval,Kuala Lumpur,Australia,male,50
249739.json,2006-10-07,ODI,"Bangladesh, Sri Lanka","Punjab Cricket Association Stadium, Mohali",Chandigarh,Sri Lanka,male,50
249740.json,2006-10-08,ODI,"West Indies, Zimbabwe","Sardar Patel Stadium, Motera",Ahmedabad,West Indies,male,50
249741.json,2006-10-10,ODI,"Sri Lanka, Zimbabwe","Sardar Patel Stadium, Motera",Ahmedabad,Sri Lanka,male,50
249742.json,2006-10-11,ODI,"Bangladesh, West Indies",Sawai Mansingh Stadium,Jaipur,West Indies,male,50
249743.json,2006-10-13,ODI,"Bangladesh, Zimbabwe",Sawai Mansingh Stadium,Jaipur,Bangladesh,male,50
249744.json,2006-10-14,ODI,"Sri Lanka, West Indies",Brabourne Stadium,Mumbai,Sri Lanka,male,50
249745.json,2006-10-15,ODI,"India, England",Sawai Mansingh Stadium,Jaipur,India,male,50
249746.json,2006-10-16,ODI,"New Zealand, South Africa",Brabourne Stadium,Mumbai,New Zealand,male,50
249747.json,2006-10-17,ODI,"Pakistan, Sri Lanka",Sawai Mansingh Stadium,Jaipur,Pakistan,male,50
249748.json,2006-10-18,ODI,"Australia, West Indies",Brabourne Stadium,Mumbai,West Indies,male,50
249749.json,2006-10-20,ODI,"New Zealand, Sri Lanka",Brabourne Stadium,Mumbai,Sri Lanka,male,50
249750.json,2006-10-21,ODI,"Australia, England",Sawai Mansingh Stadium,Jaipur,Australia,male,50
249751.json,2006-10-24,ODI,"South Africa, Sri Lanka","Sardar Patel Stadium, Motera",Ahmedabad,South Africa,male,50
249752.json,2006-10-25,ODI,"New Zealand, Pakistan","Punjab Cricket Association Stadium, Mohali",Chandigarh,New Zealand,male,50
249753.json,2006-10-26,ODI,"India, West Indies","Sardar Patel Stadium, Motera",Ahmedabad,West Indies,male,50
249754.json,2006-10-27,ODI,"Pakistan, South Africa","Punjab Cricket Association Stadium, Mohali",Chandigarh,South Africa,male,50
249755.json,2006-10-28,ODI,"England, West Indies","Sardar Patel Stadium, Motera",Ahmedabad,England,male,50
249756.json,2006-10-29,ODI,"India, Australia","Punjab Cricket Association Stadium, Mohali",Chandigarh,Australia,male,50
249757.json,2006-11-01,ODI,"Australia, New Zealand","Punjab Cricket Association Stadium, Mohali",Chandigarh,Australia,male,50
249758.json,2006-11-02,ODI,"South Africa, West Indies",Sawai Mansingh Stadium,Jaipur,West Indies,male,50
249759.json,2006-11-05,ODI,"Australia, West Indies",Brabourne Stadium,Mumbai,Australia,male,50
249211.json,2006-11-22,ODI,"South Africa, India",Kingsmead,Durban,South Africa,male,50
249212.json,2006-11-26,ODI,"South Africa, India",Newlands,Cape Town,South Africa,male,50
259384.json,2006-11-27,ODI,"Bermuda, Canada",Sedgars Park,Potchefstroom,Canada,male,50
249213.json,2006-11-29,ODI,"South Africa, India",St George's Park,Port Elizabeth,South Africa,male,50
259390.json,2006-11-30,ODI,"Bermuda, Canada",Willowmoore Park,Benoni,Canada,male,50
259391.json,2006-12-01,ODI,"Canada, Netherlands",Willowmoore Park,Benoni,Netherlands,male,50
259389.json,2006-12-02,ODI,"Bermuda, Netherlands",Willowmoore Park,Benoni,Bermuda,male,50
264068.json,2006-12-03,ODI,"Bangladesh, Zimbabwe",Shaheed Chandu Stadium,Bogra,Bangladesh,male,50
249214.json,2006-12-03,ODI,"South Africa, India",SuperSport Park,Centurion,South Africa,male,50
264069.json,2006-12-05,ODI,"Bangladesh, Zimbabwe",Shaheed Chandu Stadium,Bogra,Bangladesh,male,50
257769.json,2006-12-07,ODI,"Pakistan, West Indies",Iqbal Stadium,Faisalabad,Pakistan,male,50
264070.json,2006-12-08,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
264071.json,2006-12-09,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
257770.json,2006-12-10,ODI,"Pakistan, West Indies",Gaddafi Stadium,Lahore,Pakistan,male,50
257771.json,2006-12-13,ODI,"Pakistan, West Indies",Multan Cricket Stadium,Unknown,West Indies,male,50
257772.json,2006-12-16,ODI,"Pakistan, West Indies",National Stadium,Karachi,Pakistan,male,50
251489.json,2006-12-28,ODI,"New Zealand, Sri Lanka",McLean Park,Napier,Sri Lanka,male,50
251491.json,2007-01-02,ODI,"New Zealand, Sri Lanka",Jade Stadium,Christchurch,New Zealand,male,50
251492.json,2007-01-06,ODI,"New Zealand, Sri Lanka",Eden Park,Auckland,Sri Lanka,male,50
249232.json,2007-01-12,ODI,"Australia, England",Melbourne Cricket Ground,Unknown,Australia,male,50
249228.json,2007-01-14,ODI,"Australia, New Zealand",Bellerive Oval,Hobart,Australia,male,50
249236.json,2007-01-16,ODI,"England, New Zealand",Bellerive Oval,Hobart,England,male,50
249233.json,2007-01-19,ODI,"Australia, England","Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,male,50
249229.json,2007-01-21,ODI,"Australia, New Zealand",Sydney Cricket Ground,Unknown,Australia,male,50
249237.json,2007-01-23,ODI,"England, New Zealand",Adelaide Oval,Unknown,New Zealand,male,50
249234.json,2007-01-26,ODI,"Australia, England",Adelaide Oval,Unknown,Australia,male,50
267708.json,2007-01-27,ODI,"India, West Indies","MA Chidambaram Stadium, Chepauk",Chennai,West Indies,male,50
249230.json,2007-01-28,ODI,"Australia, New Zealand",Western Australia Cricket Association Ground,Perth,Australia,male,50
249238.json,2007-01-30,ODI,"England, New Zealand",Western Australia Cricket Association Ground,Perth,New Zealand,male,50
267709.json,2007-01-31,ODI,"India, West Indies",Indian Petrochemicals Corporation Limited Sports Complex Ground,Vadodara,India,male,50
249235.json,2007-02-02,ODI,"Australia, England",Sydney Cricket Ground,Unknown,England,male,50
267386.json,2007-02-02,ODI,"Bermuda, Canada",Gymkhana Club Ground,Nairobi,Canada,male,50
249231.json,2007-02-04,ODI,"Australia, New Zealand",Melbourne Cricket Ground,Unknown,Australia,male,50
267387.json,2007-02-04,ODI,"Bermuda, Netherlands",Ruaraka Sports Club Ground,Nairobi,Netherlands,male,50
250668.json,2007-02-04,ODI,"South Africa, Pakistan",SuperSport Park,Centurion,South Africa,male,50
267389.json,2007-02-04,ODI,"Kenya, Scotland",Gymkhana Club Ground,Nairobi,Scotland,male,50
267391.json,2007-02-05,ODI,"Kenya, Canada",Jaffery Sports Club Ground,Nairobi,Kenya,male,50
249239.json,2007-02-06,ODI,"England, New Zealand","Brisbane Cricket Ground, Woolloongabba",Brisbane,England,male,50
250669.json,2007-02-07,ODI,"South Africa, Pakistan",Kingsmead,Durban,Pakistan,male,50
267710.json,2007-02-08,ODI,"India, Sri Lanka",Eden Gardens,Kolkata,No Result,male,50
250670.json,2007-02-09,ODI,"South Africa, Pakistan",St George's Park,Port Elizabeth,No Result,male,50
249240.json,2007-02-09,ODI,"Australia, England",Melbourne Cricket Ground,Unknown,England,male,50
267712.json,2007-02-11,ODI,"India, Sri Lanka",Madhavrao Scindia Cricket Ground,Rajkot,Sri Lanka,male,50
250671.json,2007-02-11,ODI,"South Africa, Pakistan",Newlands,Cape Town,South Africa,male,50
249241.json,2007-02-11,ODI,"Australia, England",Sydney Cricket Ground,Unknown,England,male,50
267715.json,2007-02-14,ODI,"India, Sri Lanka","Nehru Stadium, Fatorda",Margao,India,male,50
250672.json,2007-02-14,ODI,"South Africa, Pakistan",New Wanderers Stadium,Johannesburg,South Africa,male,50
251494.json,2007-02-16,ODI,"New Zealand, Australia",Westpac Stadium,Wellington,New Zealand,male,50
267713.json,2007-02-17,ODI,"India, Sri Lanka",Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,Visakhapatnam,India,male,50
251495.json,2007-02-18,ODI,"New Zealand, Australia",Eden Park,Auckland,New Zealand,male,50
251496.json,2007-02-20,ODI,"New Zealand, Australia",Seddon Park,Hamilton,New Zealand,male,50
247457.json,2007-03-13,ODI,"West Indies, Pakistan","Sabina Park, Kingston",Jamaica,West Indies,male,50
247458.json,2007-03-14,ODI,"Australia, Scotland","Warner Park, Basseterre",St Kitts,Australia,male,50
247460.json,2007-03-15,ODI,"Bermuda, Sri Lanka","Queen's Park Oval, Port of Spain",Trinidad,Sri Lanka,male,50
247461.json,2007-03-15,ODI,"Ireland, Zimbabwe","Sabina Park, Kingston",Jamaica,No Result,male,50
247462.json,2007-03-16,ODI,"Netherlands, South Africa","Warner Park, Basseterre",St Kitts,South Africa,male,50
247463.json,2007-03-16,ODI,"England, New Zealand","Beausejour Stadium, Gros Islet",St Lucia,New Zealand,male,50
247464.json,2007-03-17,ODI,"Bangladesh, India","Queen's Park Oval, Port of Spain",Trinidad,Bangladesh,male,50
247465.json,2007-03-17,ODI,"Ireland, Pakistan","Sabina Park, Kingston",Jamaica,Ireland,male,50
247467.json,2007-03-18,ODI,"Canada, England","Beausejour Stadium, Gros Islet",St Lucia,England,male,50
247466.json,2007-03-18,ODI,"Australia, Netherlands","Warner Park, Basseterre",St Kitts,Australia,male,50
247468.json,2007-03-19,ODI,"Bermuda, India","Queen's Park Oval, Port of Spain",Trinidad,India,male,50
247469.json,2007-03-19,ODI,"West Indies, Zimbabwe","Sabina Park, Kingston",Jamaica,West Indies,male,50
247470.json,2007-03-20,ODI,"Scotland, South Africa","Warner Park, Basseterre",St Kitts,South Africa,male,50
247471.json,2007-03-20,ODI,"Kenya, New Zealand","Beausejour Stadium, Gros Islet",St Lucia,New Zealand,male,50
247472.json,2007-03-21,ODI,"Bangladesh, Sri Lanka","Queen's Park Oval, Port of Spain",Trinidad,Sri Lanka,male,50
247473.json,2007-03-21,ODI,"Pakistan, Zimbabwe","Sabina Park, Kingston",Jamaica,Pakistan,male,50
247474.json,2007-03-22,ODI,"Netherlands, Scotland","Warner Park, Basseterre",St Kitts,Netherlands,male,50
247475.json,2007-03-22,ODI,"Canada, New Zealand","Beausejour Stadium, Gros Islet",St Lucia,New Zealand,male,50
247477.json,2007-03-23,ODI,"West Indies, Ireland","Sabina Park, Kingston",Jamaica,West Indies,male,50
247476.json,2007-03-23,ODI,"India, Sri Lanka","Queen's Park Oval, Port of Spain",Trinidad,Sri Lanka,male,50
247478.json,2007-03-24,ODI,"Australia, South Africa","Warner Park, Basseterre",St Kitts,Australia,male,50
247479.json,2007-03-24,ODI,"England, Kenya","Beausejour Stadium, Gros Islet",St Lucia,England,male,50
247480.json,2007-03-25,ODI,"Bangladesh, Bermuda","Queen's Park Oval, Port of Spain",Trinidad,Bangladesh,male,50
247481.json,2007-03-27,ODI,"West Indies, Australia","Sir Vivian Richards Stadium, North Sound",Antigua,Australia,male,50
247482.json,2007-03-28,ODI,"South Africa, Sri Lanka",Providence Stadium,Guyana,South Africa,male,50
247483.json,2007-03-29,ODI,"West Indies, New Zealand","Sir Vivian Richards Stadium, North Sound",Antigua,New Zealand,male,50
247484.json,2007-03-30,ODI,"England, Ireland",Providence Stadium,Guyana,England,male,50
247485.json,2007-03-31,ODI,"Australia, Bangladesh","Sir Vivian Richards Stadium, North Sound",Antigua,Australia,male,50
